35,25.08,23.41,112,3
31,25.85,22.53,18,4
13,22.86,28.55,188,4
32,24.01,30.24,452,4
10,23.32,22.32,191,3
34,23.91,32.12,353,4
32,25.22,28.37,339,4
47,24.22,30.2,806,4
25,23.78,21.99,158,4
34,31.77,33.21,9,2
32,15.56,29.05,9,5
30,24.6,29.35,572,4
26,22.9,28.43,126,4
32,24.4,29.7,335,4
32,24.4,29.7,335,4
32,25.72,21.68,11,3
32,24.4,29.64,632,4
35,32.42,31.56,86,4
32,13.87,35.02,28,3
35,32.08,32.6,37,4
13,24.0,25.33,56,4
29,24.28,29.7,28,3
28,24.33,25.02,14,4
31,26.45,26.61,274,4
37,24.61,31.03,119,4
36,25.85,24.37,50,5
34,26.42,26.64,72,4
-1,24.14,25.77,204,3
-1,25.43,46.65,24,3
37,24.16,25.73,101,4
37,23.79,22.27,89,4
8,22.68,30.57,117,3
24,32.95,30.84,39,4
10,25.62,24.02,70,4
12,25.17,28.33,206,3
35,24.44,29.65,305,3
32,19.61,33.32,5,3
19,24.36,29.62,62,3
30,22.88,26.45,561,4
28,19.22,37.02,67,3
15,26.06,22.69,115,4
33,37.02,32.11,38,4
-2,24.69,30.57,449,4
10,28.47,24.8,62,4
33,29.58,55.62,22,4
13,28.98,17.39,9,3
31,25.87,31.24,26,5
17,26.45,23.26,40,4
28,22.99,28.93,29,4
11,16.52,31.81,30,4
31,23.59,30.85,86,4
30,31.37,30.05,19,3
31,24.01,30.09,90,3
30,28.22,12.19,19,4
32,22.74,26.81,70,3
11,26.29,26.65,38,4
27,25.08,28.39,126,3
35,13.93,26.15,23,4
26,24.36,29.66,30,4
11,18.06,34.48,150,4
-2,24.69,30.57,449,4
13,23.26,19.42,55,3
17,25.25,28.23,25,4
37,25.76,22.93,28,4
15,26.26,24.98,213,4
32,29.42,15.98,8,3
31,24.16,25.72,32,3
32,24.47,24.82,85,3
20,22.56,25.09,21,4
33,24.58,31.09,126,2
29,24.85,46.32,170,3
32,25.14,23.36,236,2
35,23.78,22.08,44,4
18,23.78,22.3,185,3
36,26.0,22.52,287,4
0,25.72,21.69,81,2
31,26.45,26.61,274,4
32,24.35,29.61,65,4
33,24.4,29.83,469,4
34,26.03,22.5,105,3
33,25.16,23.28,106,4
14,28.42,10.95,6,2
17,25.71,29.15,201,3
-1,25.2,28.37,433,4
28,24.56,29.78,20,4
6,25.17,23.28,87,4
31,25.61,23.74,38,3
33,23.92,24.73,238,4
36,26.0,22.52,287,4
12,23.79,31.82,28,3
37,27.09,26.0,14,4
7,24.75,29.34,28,1
32,24.36,30.07,51,2
-20,25.57,23.1,75,3
32,24.06,29.59,11,2
32,27.83,26.97,32,4
31,26.22,26.44,902,3
9,22.94,11.05,137,4
26,28.7,18.68,64,3
15,24.31,30.11,1476,4
15,24.31,30.11,1476,4
27,24.85,28.94,398,3
30,27.06,26.0,189,3
34,23.69,30.05,38,4
31,25.29,46.55,78,2
34,23.91,32.12,353,4
11,22.85,27.94,200,4
18,26.39,23.16,271,4
13,22.86,28.55,188,4
8,25.25,28.15,250,4
8,22.9,28.02,657,4
32,22.86,28.37,16,4
32,28.27,25.19,298,4
19,23.39,30.43,95,3
34,23.91,32.12,353,4
0,24.03,45.0,46,2
28,27.05,26.04,70,3
13,22.86,28.55,188,4
32,25.14,23.36,236,2
3,25.17,28.44,161,3
6,24.8,45.9,14,3
30,20.51,33.01,28,3
31,35.1,32.16,31,4
17,22.88,27.74,72,3
36,17.04,28.24,22,4
27,24.04,29.49,73,2
34,15.96,30.24,96,4
15,29.44,23.47,8,4
9,25.71,24.14,18,2
14,18.97,34.09,138,3
-20,25.57,23.1,75,3
20,22.84,27.68,89,3
23,23.33,22.31,54,4
8,25.43,46.92,70,3
31,23.29,22.33,260,3
33,32.42,31.56,11,5
9,22.94,11.05,137,4
32,24.02,30.22,29,3
33,24.72,39.83,8,3
32,24.87,45.68,406,4
8,23.43,30.53,118,2
17,28.71,19.28,3,3
33,19.36,32.02,25,3
35,24.17,25.74,133,4
21,23.84,30.28,23,1
40,25.21,23.44,27,3
36,15.03,29.51,7,3
13,25.14,23.42,248,3
32,24.21,25.65,210,3
34,29.41,36.35,9,1
10,24.84,45.85,23,4
27,25.65,21.51,12,4
21,27.54,25.88,8,5
35,32.58,30.51,94,4
32,21.6,22.47,25,2
11,22.85,27.94,200,4
25,25.06,45.93,129,3
33,26.28,25.07,342,4
-1,25.2,28.37,433,4
34,24.36,30.03,471,4
17,13.92,25.95,3,3
27,25.18,31.84,8,4
28,29.71,55.79,22,1
29,23.97,44.8,82,4
31,26.22,26.44,902,3
-5,29.41,36.02,6,2
32,25.07,28.56,1101,3
36,25.35,28.23,134,3
32,25.1,23.35,197,3
33,29.05,20.46,23,3
-8,26.13,22.64,60,4
28,22.99,28.93,29,4
35,24.04,29.72,82,4
19,24.3,30.24,236,4
11,24.28,25.31,509,3
29,25.15,28.37,490,4
-21,24.2,30.26,285,4
22,25.17,28.42,546,4
16,25.79,22.86,26,3
18,22.83,27.58,11,4
34,12.0,41.48,8,3
32,24.81,48.23,21,2
13,16.95,33.51,51,4
32,21.93,35.38,33,3
36,25.14,28.39,11,4
35,24.04,29.72,82,4
35,25.35,29.93,23,5
32,24.87,45.68,406,4
15,25.14,23.25,104,3
31,22.84,27.82,67,3
30,28.82,19.38,29,3
47,24.22,30.2,806,4
35,18.86,34.94,23,3
30,24.17,45.15,91,4
28,24.15,30.17,147,3
31,24.0,25.6,290,4
29,14.66,38.32,19,3
34,16.51,32.62,61,4
14,26.4,25.29,85,3
13,25.12,23.45,137,4
20,25.07,28.48,15,3
18,22.74,23.82,15,3
26,22.9,28.43,126,4
27,25.09,23.39,103,3
33,29.46,23.46,3,5
26,24.36,29.66,30,4
33,37.02,32.11,38,4
10,34.75,31.85,254,4
37,22.82,26.53,50,3
7,23.8,25.42,248,3
31,24.35,24.35,11,2
21,14.71,35.85,14,5
34,22.98,10.96,39,3
29,25.15,28.37,490,4
25,18.19,34.43,106,4
26,24.31,29.98,74,4
35,24.48,24.84,312,4
30,20.18,35.91,3,1
33,24.4,29.83,469,4
35,29.64,55.98,85,3
33,19.3,34.79,4,3
5,25.99,22.57,401,3
13,25.53,46.07,63,2
28,25.54,30.74,54,4
26,25.21,28.42,185,3
29,24.03,38.08,87,3
22,25.38,28.05,6,4
11,24.11,30.25,53,3
29,26.71,26.44,340,4
16,24.42,29.47,149,3
8,22.9,28.02,657,4
27,23.77,22.11,167,3
-4,37.01,32.29,208,3
35,24.48,24.84,312,4
29,24.09,25.82,37,3
11,24.28,25.31,509,3
8,24.17,29.62,373,4
17,27.62,22.06,253,4
15,24.15,25.88,112,3
37,22.83,27.81,73,2
37,13.15,28.68,13,4
37,23.31,22.28,114,4
11,25.07,23.55,55,3
31,23.29,22.33,260,3
23,25.59,23.72,38,4
26,24.06,25.81,138,4
36,29.57,55.65,60,3
47,24.22,30.2,806,4
34,25.0,25.07,156,4
10,24.31,30.26,62,3
31,28.83,18.28,41,3
13,25.1,23.35,20,4
32,26.68,26.42,151,4
12,22.89,28.59,224,4
18,23.51,22.28,10,4
31,24.1,30.33,57,3
15,24.31,30.11,1476,4
13,22.68,26.9,168,4
35,23.71,22.28,49,3
10,22.81,27.28,169,3
11,24.28,25.31,509,3
27,24.92,45.98,4,4
31,26.22,26.44,902,3
29,25.63,33.24,94,5
31,26.56,26.55,82,4
35,24.17,30.64,243,2
8,20.54,33.01,22,4
31,21.88,35.84,66,3
32,23.58,22.31,228,4
35,29.64,55.98,85,3
31,24.62,31.21,104,3
10,23.32,22.32,191,3
36,25.62,31.44,24,4
34,24.36,30.03,471,4
33,24.4,29.83,469,4
38,29.66,24.44,4,4
30,24.9,47.44,434,4
30,22.77,26.86,223,3
31,37.01,32.15,59,3
31,18.25,27.71,5,3
27,23.77,22.11,167,3
22,25.71,22.96,279,4
31,26.22,26.44,902,3
16,25.21,31.68,186,4
32,25.07,28.56,1101,3
23,29.25,16.26,26,5
35,24.17,30.64,243,2
32,23.07,22.31,20,4
36,22.97,22.32,30,3
20,19.97,34.34,22,3
15,25.14,23.25,104,3
18,30.19,16.05,5,5
33,26.61,26.51,283,4
32,24.04,28.36,12,2
8,22.9,28.02,657,4
31,27.96,25.52,23,4
13,25.19,28.24,162,3
8,27.31,25.89,364,4
12,24.1,30.22,195,3
30,25.85,27.37,148,4
3,28.9,19.31,5,3
28,23.5,22.28,148,4
34,24.1,30.22,47,3
32,23.9,25.52,108,4
2,20.17,34.18,30,2
20,15.92,30.2,3,4
30,24.66,20.23,49,4
19,24.3,30.24,236,4
32,20.52,31.85,254,4
33,26.99,26.11,330,3
32,24.03,30.26,604,3
21,23.3,30.46,84,4
19,23.39,30.43,95,3
30,24.12,29.88,69,3
32,18.86,34.94,8,4
33,25.4,28.12,175,4
31,25.6,23.13,314,3
32,24.87,45.68,406,4
31,25.79,22.54,233,4
27,24.91,48.31,25,4
34,22.19,29.6,52,4
8,24.17,29.62,373,4
31,24.34,30.25,147,3
31,22.89,28.0,27,3
31,23.3,30.46,22,4
30,27.11,26.03,4,4
32,26.68,26.42,151,4
13,22.86,28.55,188,4
33,24.68,31.58,135,4
32,32.6,32.21,10,3
12,26.72,26.42,422,3
31,23.03,27.66,24,2
36,22.87,28.26,99,4
30,24.85,47.42,40,3
18,35.14,55.56,10,2
32,25.16,23.28,282,4
31,24.01,30.09,90,3
22,24.51,24.91,359,2
8,25.25,28.15,250,4
30,23.47,30.64,150,2
32,27.57,22.05,145,4
32,24.78,45.75,15,3
12,24.1,30.22,195,3
34,25.12,28.34,170,4
9,23.9,30.47,5,3
12,24.1,30.22,195,3
8,23.97,29.59,82,3
37,23.64,26.28,3,5
32,25.04,25.09,337,4
34,27.08,26.03,466,3
35,24.35,24.47,25,4
11,24.28,25.31,509,3
18,24.06,29.66,236,4
33,26.99,26.11,330,3
36,25.45,28.26,62,3
15,22.89,28.66,58,4
11,19.46,32.17,200,4
28,24.41,29.66,457,4
29,25.63,33.24,94,5
32,25.77,22.55,820,4
26,23.24,31.51,211,4
8,22.9,28.02,657,4
22,25.17,28.42,546,4
30,19.49,33.47,45,4
31,26.22,26.44,902,3
31,24.0,25.6,290,4
37,23.27,22.49,12,4
31,26.22,26.44,902,3
34,28.89,17.46,89,3
32,24.18,25.7,265,3
10,23.77,31.77,150,3
31,32.87,30.7,12,3
19,18.5,27.85,33,4
0,27.21,25.97,41,5
30,24.75,29.34,17,4
31,24.23,30.21,677,4
31,23.85,31.93,45,2
32,25.06,28.43,292,2
33,25.16,23.28,106,4
32,25.16,23.28,282,4
32,27.07,26.01,16,3
36,24.27,29.89,7,4
5,22.6,26.67,223,4
32,25.07,28.56,1101,3
31,24.62,31.21,104,3
36,26.03,22.5,105,4
17,21.27,33.03,162,3
33,23.92,24.73,238,4
30,19.23,36.62,11,3
35,26.3,22.41,390,3
35,25.0,21.39,514,4
6,24.8,45.9,14,3
10,18.02,34.45,252,4
32,25.18,23.26,9,3
10,27.18,25.98,21,4
8,25.22,25.26,132,4
16,33.7,32.1,36,3
32,25.07,28.56,1101,3
5,25.99,22.57,401,3
31,25.62,24.35,6,5
19,24.3,30.24,236,4
35,25.0,21.39,514,4
-2,24.69,30.57,449,4
31,25.6,23.13,314,3
15,24.28,30.25,290,3
37,24.02,30.29,131,3
-21,24.2,30.26,285,4
33,25.16,23.28,106,4
13,24.27,25.28,46,3
15,24.03,28.63,16,4
30,24.96,28.57,13,5
26,24.0,29.7,67,4
15,24.28,30.25,290,3
33,26.99,26.11,330,3
31,24.23,30.21,677,4
10,25.78,22.74,78,4
32,33.9,13.9,65,3
32,24.25,30.23,27,3
30,22.88,26.45,561,4
30,19.17,35.99,34,3
9,22.11,36.67,53,3
15,23.82,22.23,50,3
32,32.19,33.4,47,3
9,25.13,28.32,150,4
32,32.96,31.0,62,4
26,26.2,25.01,216,3
35,25.0,48.18,6,2
28,22.9,28.22,277,3
34,23.91,32.12,353,4
20,22.84,27.68,89,3
-22,25.64,23.08,69,4
11,22.86,28.49,121,4
32,25.22,28.37,339,4
26,24.09,30.47,146,4
7,34.97,31.93,133,3
10,28.47,24.8,62,4
34,23.69,30.05,38,4
24,24.12,29.97,108,3
31,28.77,18.33,17,3
33,27.59,21.96,404,4
26,24.31,29.98,74,4
28,24.57,31.81,119,4
29,29.05,20.48,43,4
30,24.6,29.35,572,4
14,18.2,34.44,45,4
11,24.28,25.31,509,3
15,27.55,21.96,49,4
8,24.17,29.62,373,4
32,24.71,29.24,54,4
13,27.99,25.46,21,4
29,25.53,24.62,158,4
34,23.99,31.76,300,4
32,24.39,29.55,111,3
13,23.96,19.75,58,4
37,22.81,27.05,69,4
8,24.7,30.57,5,3
27,25.16,28.32,162,4
30,22.87,28.31,96,4
32,25.42,28.3,152,4
11,25.66,23.63,81,3
35,27.1,25.97,11,5
13,23.26,19.42,55,3
31,26.45,23.26,268,3
31,26.22,26.44,902,3
31,24.23,30.21,677,4
34,15.96,30.24,96,4
27,25.41,29.81,14,4
15,26.3,25.16,157,4
30,24.96,25.04,9,4
14,18.2,34.44,45,4
27,26.83,33.25,14,5
33,25.22,31.62,361,4
17,29.02,20.35,38,3
5,32.27,30.65,36,3
29,23.22,22.34,132,3
31,25.05,47.57,94,3
34,15.83,28.19,19,4
37,23.31,22.28,114,4
5,22.6,26.67,223,4
31,24.01,30.09,90,3
19,24.39,30.02,51,3
27,15.2,35.15,22,4
10,18.02,34.45,252,4
17,23.77,22.27,44,4
30,25.68,22.93,69,3
32,34.64,31.9,93,3
30,32.11,32.49,24,4
7,15.26,27.74,4,4
32,25.07,28.56,1101,3
26,23.83,22.0,91,2
37,31.3,33.67,3,5
33,22.84,27.94,317,4
27,24.85,28.94,398,3
35,27.72,25.7,89,4
18,22.8,28.03,19,4
30,25.85,27.37,148,4
27,23.77,22.11,167,3
18,22.89,22.39,59,4
22,24.51,24.91,359,2
32,26.46,26.62,202,4
20,25.02,21.45,82,3
32,25.06,28.43,292,2
32,22.15,29.3,32,4
8,19.6,33.47,345,4
-9,24.07,30.08,21,2
32,25.88,46.59,13,4
10,22.9,28.17,209,4
24,26.57,25.43,175,4
12,26.72,26.42,422,3
29,33.93,31.14,3,1
30,17.76,34.07,69,4
31,19.06,37.25,131,4
8,24.07,30.0,227,4
32,24.21,29.76,8,4
2,22.72,28.75,51,4
32,37.59,32.62,52,2
32,25.34,28.09,42,3
31,24.23,30.21,677,4
33,25.4,28.12,175,4
34,23.34,30.39,71,3
30,23.78,22.06,63,3
33,23.09,30.7,288,4
8,22.85,28.66,58,4
8,28.09,25.38,91,4
26,24.39,30.27,135,4
30,23.34,22.32,15,4
31,24.91,28.73,153,3
14,22.87,28.26,35,4
31,24.91,28.73,153,3
25,18.19,34.43,106,4
32,25.07,28.56,1101,3
9,21.11,32.5,45,4
17,23.98,30.05,114,3
28,24.9,28.76,1267,4
31,25.11,25.2,200,4
8,19.6,33.47,345,4
31,25.79,22.54,233,4
11,24.06,29.61,18,4
32,25.04,25.09,337,4
37,25.19,28.32,71,4
32,25.07,28.56,1101,3
28,24.9,28.76,1267,4
9,25.13,28.32,150,4
19,24.48,24.89,60,2
11,16.06,32.91,126,4
16,23.6,36.48,12,4
16,24.12,25.66,268,3
8,27.31,25.89,364,4
7,25.83,22.53,285,3
39,31.73,39.38,59,3
37,28.43,22.22,171,4
8,23.43,30.53,118,2
31,22.85,27.13,375,3
32,25.76,22.53,8,3
30,23.72,29.81,24,4
5,32.27,30.65,36,3
30,14.97,29.67,25,3
28,34.12,31.19,41,2
34,31.24,17.99,44,3
33,18.7,34.4,15,5
28,23.07,30.02,11,4
35,23.21,19.33,390,4
16,24.12,25.66,268,3
14,26.89,20.88,42,4
35,26.93,26.13,16,3
-2,28.2,10.92,6,4
28,18.24,34.37,48,4
32,26.45,23.26,25,3
11,24.28,25.31,509,3
5,25.99,22.57,401,3
29,25.16,45.6,38,3
35,22.82,27.53,103,4
25,25.81,22.48,335,4
17,26.25,25.12,19,4
33,26.45,23.26,51,3
31,24.23,30.21,677,4
5,25.99,22.57,401,3
31,24.23,30.21,677,4
32,31.48,30.94,15,3
26,24.06,25.81,138,4
27,22.9,28.07,125,4
26,29.44,23.27,45,4
-3,23.88,29.05,34,2
32,24.99,25.12,9,4
30,24.85,47.42,40,3
8,18.87,34.96,27,3
0,17.61,33.67,4,4
35,24.67,30.89,60,3
30,24.64,12.68,140,4
32,25.16,23.28,282,4
17,35.84,33.96,24,3
12,24.44,29.65,43,3
36,24.15,25.84,25,2
14,23.83,22.14,185,4
19,19.36,31.97,8,4
4,24.12,30.3,439,3
31,23.59,30.85,86,4
-2,24.69,30.57,449,4
31,22.89,28.03,24,3
13,21.15,25.59,124,4
34,24.96,19.89,42,4
2,25.36,24.72,18,3
28,24.38,29.55,237,4
35,22.87,28.32,37,4
32,25.04,25.09,337,4
33,25.69,23.64,224,4
31,22.85,27.13,375,3
28,22.54,24.99,13,4
27,24.85,28.94,398,3
15,24.98,31.87,15,2
34,23.91,32.12,353,4
36,25.99,22.47,61,3
11,19.46,32.17,200,4
8,18.87,34.96,27,3
31,24.22,29.71,27,3
31,19.1,33.95,29,4
18,25.71,22.96,127,4
33,23.96,19.75,295,4
6,24.3,25.5,4,3
35,22.84,26.39,56,4
32,22.9,28.66,12,4
32,25.58,45.74,8,3
35,24.44,29.65,305,3
32,27.29,26.39,37,5
30,24.41,30.03,169,3
35,27.49,21.89,140,4
28,24.9,28.76,1267,4
34,25.56,31.32,85,4
30,22.88,26.45,561,4
29,29.79,51.41,31,4
35,25.06,25.1,37,3
18,15.91,30.21,95,4
35,32.42,31.56,86,4
37,25.55,27.8,124,3
20,22.56,25.09,21,4
32,23.59,22.33,29,3
16,24.42,29.47,149,3
35,24.06,45.05,66,3
15,24.58,47.79,13,3
15,23.83,22.19,148,3
31,24.42,29.22,18,4
13,15.7,35.18,27,3
27,25.28,30.65,73,4
32,25.77,22.55,820,4
32,25.14,23.36,236,2
30,24.12,30.3,85,4
-4,22.74,26.91,198,4
10,25.42,45.71,40,3
33,25.4,28.12,175,4
-4,37.01,32.29,208,3
36,25.85,24.37,50,5
32,26.7,26.44,42,4
32,25.07,28.56,1101,3
37,29.59,54.17,412,3
27,25.16,28.32,162,4
15,26.3,25.16,157,4
32,24.4,29.64,632,4
17,25.71,29.15,201,3
12,25.17,28.33,206,3
11,23.07,30.75,102,4
28,26.08,24.79,67,4
33,22.63,26.58,7,4
31,27.86,25.52,54,4
13,33.25,31.03,18,3
35,24.6,31.09,114,3
29,24.74,32.24,79,3
17,22.9,28.35,29,3
30,25.67,21.62,201,3
10,18.89,34.99,89,4
23,23.82,22.07,26,4
32,24.39,29.55,111,3
23,25.59,23.72,38,4
33,23.48,25.47,11,2
35,25.53,24.36,143,4
20,19.52,32.25,85,3
14,26.3,25.21,74,3
34,26.53,24.38,26,5
18,25.67,22.95,27,4
15,24.31,30.11,1476,4
30,24.6,29.35,572,4
37,23.97,29.21,78,4
34,24.36,30.03,471,4
27,25.98,22.89,9,5
35,26.3,22.41,390,3
37,23.97,29.21,78,4
33,24.17,29.8,22,4
30,24.6,29.35,572,4
30,24.23,25.64,107,3
35,28.27,31.82,13,4
39,17.95,34.48,62,4
16,24.12,25.66,268,3
35,25.39,29.98,40,4
28,28.33,25.08,4,5
30,24.6,29.35,572,4
33,20.77,21.02,150,4
32,24.39,29.55,111,3
31,22.85,27.13,375,3
36,26.0,22.52,287,4
9,22.63,35.67,15,4
32,23.64,26.33,36,3
19,23.78,22.01,306,3
9,26.04,21.94,128,3
8,27.31,25.89,364,4
31,24.62,31.21,104,3
33,22.63,26.58,7,4
7,22.7,24.96,164,4
26,23.94,44.78,145,3
21,23.32,22.28,67,4
33,26.57,25.35,110,4
35,23.21,19.33,390,4
35,23.78,22.08,44,4
26,23.81,19.21,127,4
2,13.95,28.76,8,3
36,23.85,28.8,70,3
25,23.9,25.55,124,4
33,25.69,23.64,224,4
34,26.03,22.5,105,3
32,25.77,22.55,820,4
-2,24.69,30.57,449,4
27,24.07,25.68,33,3
31,19.98,34.4,38,2
30,23.72,29.81,24,4
27,24.04,29.49,73,2
5,22.6,26.67,223,4
35,24.56,31.79,3,4
11,23.89,25.53,178,4
33,24.14,29.49,62,4
10,23.3,30.46,137,4
32,25.04,25.09,337,4
16,26.46,23.62,19,4
22,25.71,22.96,279,4
33,25.69,23.64,224,4
32,26.51,26.09,187,5
26,17.63,33.67,64,2
31,13.96,26.48,14,4
-3,36.26,32.47,32,3
31,22.74,27.67,5,3
31,26.22,26.44,902,3
31,25.42,25.47,42,3
27,25.16,28.32,162,4
28,16.8,33.68,49,3
8,25.25,28.15,250,4
34,23.99,31.76,300,4
28,22.95,22.24,89,3
21,13.9,35.22,51,4
30,25.14,1.48,70,4
33,26.13,22.63,137,4
30,22.96,22.28,5,2
8,22.9,28.02,657,4
13,23.79,21.95,211,4
30,28.8,18.92,22,2
24,26.57,25.43,175,4
35,23.21,19.33,390,4
32,26.13,24.88,116,4
30,25.11,23.49,46,4
0,24.41,29.67,34,3
30,24.05,44.94,6,5
12,26.72,26.42,422,3
4,24.12,30.3,439,3
2,22.72,28.75,51,4
37,34.46,30.87,31,2
-4,37.01,32.29,208,3
11,24.28,25.31,509,3
32,28.27,25.19,298,4
29,23.97,44.8,82,4
30,24.38,30.22,146,4
36,14.54,31.4,173,3
21,19.18,33.78,16,5
27,24.85,28.94,398,3
32,24.97,47.48,84,3
